"Time","Round","Layer","Name","Status","Risk","Class","Priority","Metric","Value","Message","Path"
"2026-06-15T12:55:44.939+08:00","Round2","REPAIR","Python Parquet Repair","OK_REPAIRED","LOW","PARALLEL_SAFE","P0","exit","0","Parquet unified repair completed.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_PARQUET_UNIFIED_STAGE_REPAIR_GATE_v029VRN1C3_20260615_125541\runtime\VRN_ParquetUnifiedStageRepair_PythonRuntime_v029VRN1C3.json"
"2026-06-15T12:55:44.948+08:00","Round2","VERIFY","Parquet Basic Rows","OK_VERIFIED","LOW","PARALLEL_SAFE","P0","rows","400","BasicInfo parquet rows.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_PARQUET_UNIFIED_STAGE_REPAIR_GATE_v029VRN1C3_20260615_125541\stage_parquet\VRN_ReportBasicInfo_StageFixed_v029VRN1C3.parquet"
"2026-06-15T12:55:44.949+08:00","Round2","VERIFY","Parquet File Rows","OK_VERIFIED","LOW","PARALLEL_SAFE","P0","rows","400","FileRegistry parquet rows.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_PARQUET_UNIFIED_STAGE_REPAIR_GATE_v029VRN1C3_20260615_125541\stage_parquet\VRN_FileRegistry_StageFixed_v029VRN1C3.parquet"
"2026-06-15T12:55:44.950+08:00","Round2","VERIFY","Parquet Text Rows","OK_VERIFIED","LOW","PARALLEL_SAFE","P0","rows","3878","ReportText parquet rows.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_PARQUET_UNIFIED_STAGE_REPAIR_GATE_v029VRN1C3_20260615_125541\stage_parquet\VRN_ReportText_StageFixed_v029VRN1C3.parquet"
"2026-06-15T12:55:44.950+08:00","Round2","VERIFY","Duplicate ReportID","OK_VERIFIED","LOW","SEQUENTIAL_REQUIRED","P0","duplicates","0","Duplicate report_id after parquet rekey.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_PARQUET_UNIFIED_STAGE_REPAIR_GATE_v029VRN1C3_20260615_125541\stage_parquet\VRN_ReportBasicInfo_StageFixed_v029VRN1C3.parquet"
"2026-06-15T12:55:44.950+08:00","Round2","VERIFY","Missing Ticker","OK_VERIFIED","LOW","SEQUENTIAL_REQUIRED","P1","missing","0","Missing ticker after parquet repair.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_PARQUET_UNIFIED_STAGE_REPAIR_GATE_v029VRN1C3_20260615_125541\stage_parquet\VRN_ReportBasicInfo_StageFixed_v029VRN1C3.parquet"
"2026-06-15T12:55:44.951+08:00","Round2","VERIFY","Missing Date/Broker","WARN_REVIEW_REQUIRED","MEDIUM","SEQUENTIAL_REQUIRED","P1","date/broker","1/33","Date filled=15; Broker filled=0.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_PARQUET_UNIFIED_STAGE_REPAIR_GATE_v029VRN1C3_20260615_125541\stage_parquet\VRN_ReportBasicInfo_StageFixed_v029VRN1C3.parquet"
"2026-06-15T12:55:44.952+08:00","Round2","VERIFY","Ragged Rows","OK_VERIFIED","LOW","PARALLEL_SAFE","P1","basic/file/exc/text","0/0/0/0","Ragged rows preserved into _csv_overflow and flagged review; no realign guess.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_PARQUET_UNIFIED_STAGE_REPAIR_GATE_v029VRN1C3_20260615_125541\stage_parquet\VRN_ReportBasicInfo_StageFixed_v029VRN1C3.parquet"
"2026-06-15T12:55:44.953+08:00","Round3","CLASSIFY","Join-Key Safety","OK_VERIFIED","LOW","PARALLEL_SAFE","P0","status","safe","ReportID and ticker safe for table extraction staging.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_PARQUET_UNIFIED_STAGE_REPAIR_GATE_v029VRN1C3_20260615_125541\stage_parquet\VRN_ReportIdRekeyMapping_v029VRN1C3.parquet"
"2026-06-15T12:55:44.954+08:00","Round3","CLASSIFY","Canonical Promotion Readiness","WARN_CANONICAL_BLOCKED","MEDIUM","SEQUENTIAL_REQUIRED","P1","date/broker/review/exc/ragged","1/33/1/49/0","These block canonical promotion, not table extraction staging.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_PARQUET_UNIFIED_STAGE_REPAIR_GATE_v029VRN1C3_20260615_125541\stage_parquet\VRN_ReportBasicInfo_StageFixed_v029VRN1C3.parquet"
"2026-06-15T12:55:44.971+08:00","Round3","FINAL","VRN 1C.3 Parquet Unified Stage","VRN_1C3_PARQUET_UNIFIED_STAGE_READY_WITH_REVIEW","MEDIUM","SEQUENTIAL_GATED","P0","hard_blocks","0","Final parquet unified stage decision.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_PARQUET_UNIFIED_STAGE_REPAIR_GATE_v029VRN1C3_20260615_125541"
