"path","bytes","has_main","has_pandas","has_polars","has_duckdb","has_pyarrow","has_pdf","has_ocr","preview"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL103_MasterRegistry.py","38755","True","True","False","True","True","False","False","#!/usr/bin/env python3
# -*- coding: utf-8 -*-
r""""""
================================================================================
  VDF_MDL103_MasterRegistry.py
================================================================================
  VERITAS DATA FRAMEWORK · MASTER MODULE REGISTRY
  Version    : 1.0.0   |   Module ID : VDF-MASTER-REG-001
  Asset ID   : VDF-MASTER-REG-CLS-001
  Policy     : 全生態模組註冊中樞 · append-only · SSOT

ROLE
========================================================="
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL104_RegistryLoader.py","18249","True","True","False","False","False","False","False","#!/usr/bin/env python3
# -*- coding: utf-8 -*-
r""""""
================================================================================
  VDF_MDL104_RegistryLoader.py
================================================================================
  VDF Registry · 統一載入器 + Fetcher 派發
  Version    : 1.0.0   |   Module ID : VDF-REG-LOAD-001

  ROLE
  ────────────────────────────────────────────────────────────────────────────
    1. 載入 vdf_extraction_registry.{full|sample}.json
    2. Schema 驗證 (Draft"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL105_CrossValidator.py","19486","True","True","False","False","False","False","False","#!/usr/bin/env python3
# -*- coding: utf-8 -*-
r""""""
================================================================================
  VDF_MDL105_CrossValidator.py
================================================================================
  VDF Registry · 跨來源驗證引擎
  Version    : 1.0.0   |   Module ID : VDF-REG-XV-001

  ROLE
  ────────────────────────────────────────────────────────────────────────────
  對 RegistryLoader 抓回的多源資料跑跨驗證:
    [1] Pairwise tolerance check  · |a-b| <= tol_abs OR |"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL201_GenerateFullRegistry.py","22332","True","False","False","False","False","False","False","#!/usr/bin/env python3
# -*- coding: utf-8 -*-
r""""""
================================================================================
  VDF_MDL201_GenerateFullRegistry.py
================================================================================
  VDF Registry · 自動展開全 inventory 至 JSON registry
  Version    : 1.0.0   |   Module ID : VDF-REG-GEN-001

  從現有模組內嵌的 dict 自動產出完整 VDF_MDL403_RegistryFull.json:
    - MDL003 FRED_REGISTRY  → 47 series (US.Rates.*, Inflation, Employ, ...)
    - MDL003 A"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL301_SystemTest.py","21501","True","True","False","False","False","False","False","#!/usr/bin/env python3
# -*- coding: utf-8 -*-
r""""""
================================================================================
  VDF_MDL301_SystemTest.py
================================================================================
  VERITAS DATA FRAMEWORK · 全系統整合測試 + Grand Rich Summary
  Version    : 1.0.0   |   Module ID : VDF-SYSTEST-001

  跑 6 個 VDF Active 模組的整合健康檢查, 用 Rich 印 8 個 summary tables:
    [1] 套件依賴矩陣
    [2] 模組註冊表 (31 個)
    [3] 6 個 VDF Active 模組詳細狀態
    [4] 多格式輸出相容矩陣 (升級後"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL302_FinalActivation.py","49291","True","True","False","True","True","False","False","#!/usr/bin/env python3
# -*- coding: utf-8 -*-
r""""""
================================================================================
  VDF_MDL302_FinalActivation.py
================================================================================
  VERITAS DATA FRAMEWORK · 全系統最終端到端啟動測試
  Version    : 1.0.0   |   Module ID : VDF-FAT-001

  ROLE
  ────────────────────────────────────────────────────────────────────────────
  跑「正式上線」的完整 pipeline 模擬, 一次驗證:
    Phase 1  套件依賴 (deps health check)
    Ph"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL303_RegistryActivation.py","17116","True","True","False","False","False","False","False","#!/usr/bin/env python3
# -*- coding: utf-8 -*-
r""""""
================================================================================
  VDF_MDL303_RegistryActivation.py
================================================================================
  VDF Registry System · 全鏈路整合測試
  Version    : 1.0.0   |   Module ID : VDF-REG-TEST-001

  ROLE: 跑 4 Phase 完整測試:
    Phase 1: VDF_MDL201_GenerateFullRegistry.py 從 MDL002/003 抽 → 238 items JSON
    Phase 2: Schema 驗證 (Draft-07) 全部通過
    Phase 3: Regist"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VRN\VRN_MDL001_Converter.py","42780","True","False","False","False","False","True","False","# -*- coding: utf-8 -*-
from __future__ import annotations
""""""
VRN_MDL001_Converter.py
=======================
VERITAS REPORT NOVA -- MDL001  Universal Document → High-Quality PDF Converter
Version   : 1.0.0   |   Module ID : VRN-MDL001-SUP-001
Asset ID  : VRN-MDL001-CLS-001
Policy    : 功能只增不減 · append-only · SSOT · 獨立模組

PIPELINE POSITION
  input/           ← PDF / Word / Image / HTML 原始輸入
    ↓
  VRN_MDL001_Converter   (此模組)
    ↓
  pdf_temp/        ← 統一高畫質 PDF (DPI 300/400 可選)  ← 所有後續模組的統一輸入
"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VRN\VRN_MDL002_LayoutExtractor.py","49783","True","False","False","False","False","True","False","# -*- coding: utf-8 -*-
from __future__ import annotations
""""""
VRN_MDL002_LayoutExtractor.py
==============================
VERITAS REPORT NOVA -- MDL002  Full Layout & Table Region Extractor
Version   : 1.0.0   |   Module ID : VRN-MDL002-SUP-001
Asset ID  : VRN-MDL002-CLS-001
Policy    : 功能只增不減 · append-only · SSOT · 獨立模組

PIPELINE POSITION
  pdf_temp/             ← 統一高畫質 PDF (from MDL001)
    ↓
  VRN_MDL002_LayoutExtractor  (此模組)
    ↓
  mdl002_temp/          ← 全部表格資訊 + layout座標 + 位置編號 → MDL00"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VRN\VRN_MDL003_TableRestorer.py","52317","True","False","False","False","False","True","True","# -*- coding: utf-8 -*-
from __future__ import annotations
""""""
VRN_MDL003_TableRestorer.py
============================
VERITAS REPORT NOVA -- MDL003  Table Restoration + Validation + SSOT Integration
Version   : 1.0.0   |   Module ID : VRN-MDL003-SUP-001
Asset ID  : VRN-MDL003-CLS-001
Policy    : 功能只增不減 · append-only · SSOT · 獨立模組

PIPELINE POSITION
  mdl002_temp/           ← VRN_MDL002_Layout.json (from MDL002)
    ↓
  VRN_MDL003_TableRestorer  (此模組)
    ↓
  mdl003_temp/           ← 還原後表格 + 驗證"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VRN\VRN_MDL004_OCR_FetchingPDFTable_v1.py","95829","True","False","False","False","False","True","True","# -*- coding: utf-8 -*-
from __future__ import annotations
""""""
VRN_MDL004_OCR_FetchingPDFTable_v1.py
=======================================
VERITAS REPORT NOVA -- MDL004  Multi-Engine OCR + PDF Table Fetching
Version   : 1.0.0   |   Module ID : VRN-MDL004-SUP-001
Asset ID  : VRN-MDL004-CLS-001
Policy    : 功能只增不減 · append-only · SSOT · 獨立模組

PIPELINE POSITION
  pdf_temp/                ← 高畫質 PDF (from MDL001)
    ↓ (parallel with MDL002/MDL003)
  VRN_MDL004_OCR_FetchingPDFTable_v1  (此模組)
    ↓
 "
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VRN\VRN_MDL005_OCRFetchingPDFText_v1.py","81748","True","False","False","False","False","True","True","# -*- coding: utf-8 -*-
from __future__ import annotations
""""""
VRN_MDL005_OCRFetchingPDFText_v1.py
=====================================
VERITAS REPORT NOVA -- MDL005  Multi-Engine OCR + PDF Text Fetching
Version   : 1.0.0   |   Module ID : VRN-MDL005-SUP-001
Asset ID  : VRN-MDL005-CLS-001
Policy    : 功能只增不減 · append-only · SSOT · 獨立模組

PIPELINE POSITION
  pdf_temp/                ← 高畫質 PDF (from MDL001)
    ↓ (parallel with MDL004)
  VRN_MDL005_OCRFetchingPDFText_v1  (此模組)
    ↓
  mdl005_temp/ "
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VRN\VRN_MDL006_ConsolidatorAndPhaseValidator.py","37354","False","False","False","False","False","False","True","# -*- coding: utf-8 -*-
from __future__ import annotations
""""""
VRN_MDL006_ConsolidatorAndPhaseValidator.py
=============================================
VERITAS REPORT NOVA -- MDL006  Consolidation + Phase1/Phase2 Validator
Version   : 1.0.0   |   Module ID : VRN-MDL006-SUP-001
Asset ID  : VRN-MDL006-CLS-001
Policy    : 功能只增不減 · append-only · SSOT

PIPELINE POSITION
  MDL002 (VRN_MDL002_Layout.json)  ← layout source
  MDL004 (VRN_MDL004_Tables.json)  ← OCR tables
  MDL005 (VRN_MDL005_Text.json) "
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VRN\VRN_MDL007_APIDataFetcher.py","38493","True","False","False","False","False","False","False","# -*- coding: utf-8 -*-
from __future__ import annotations
""""""
VRN_MDL007_APIDataFetcher.py
==============================
VERITAS REPORT NOVA -- MDL007  歷史財務資料 API 抓取器
Version   : 1.0.0   |   Module ID : VRN-MDL007-SUP-001
Asset ID  : VRN-MDL007-CLS-001
Policy    : 功能只增不減 · append-only · SSOT

PIPELINE POSITION
  VRN_BasicInfoPhase1/2  ← ticker list
    ↓ MDL007
  mdl007_temp/
    ├── VRN_MDL007_MOPS.parquet      MOPS 損益/資產/現金流
    ├── VRN_MDL007_Market.parquet    TWSE/TPEX 收盤/殖利率/本益比
    ├── V"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VRN\VRN_MDL008_CrossValidator.py","42984","True","False","False","False","False","False","True","# -*- coding: utf-8 -*-
from __future__ import annotations
""""""
VRN_MDL008_CrossValidator.py
==============================
VERITAS REPORT NOVA -- MDL008  財報交叉驗證引擎
Version   : 1.0.0   |   Module ID : VRN-MDL008-SUP-001
Asset ID  : VRN-MDL008-CLS-001
Policy    : 功能只增不減 · append-only · SSOT

PIPELINE POSITION
  VRN_FinancialDataPhase1/2  ← MDL003/004/005/006 報告擷取
  VRN_MDL007_APIData         ← MDL007 MOPS/TWSE/yfinance
    ↓ MDL008
  VRN_MDL008_Verified.parquet/csv/duckdb  最終驗證結果

VALIDATION LOGIC "
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\VIA_RuntimeImportFirewall.py","9658","False","False","False","False","False","False","False","
# ==================================================================================================
# VIA_RuntimeImportFirewall.py
# VERITAS INTELLIGENCE ANALYTICS
# Runtime Import Firewall
# GENERATED BY U2-A
# Policy: canonical-only import verification, hash strict, AST strict, provenance logging.
# ==================================================================================================

import os
import ast
import sys
import json
import hashlib
import datetime
impor"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\VIA_Runtime_Bridge_All_in_One.py","29537","True","False","False","False","False","False","False","from __future__ import annotations

# Bridged by VDF_MDL001_Supportive_Bridge_v4 on 2026-04-26 02:33 for VIA_Runtime_Bridge_All_in_One

# =============================================================================
# VDF Accelerator integration · injected by VDF_MDL001_Supportive_Bridge_v4
# =============================================================================
# Provides cached/retried/deduped HTTP fetch via VDF_MDL000_Accelerator_Core_v4.
# Original module behavior is preserved"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\VIA_Supportive_Runtime_HardGate_Bridge.py","14829","True","False","False","False","False","False","False","from __future__ import annotations

# def PARAMETERS
import ast
import importlib
import json
import os
import py_compile
import sys
import traceback
from dataclasses import asdict, dataclass, field
from datetime import datetime
from pathlib import Path
from typing import Any, Dict, List

def_PARAM_SUPPORTIVE_ROOT = Path(r""C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module"")
def_PARAM_ORDER = [
    ""VIA_SSOT_Unified"",
    ""VIA_RegistryCore_v1"",
    ""VIA_Runtime_Bridge_A"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\VIA_RegistryCore_v1.py","49130","True","False","False","False","False","False","False","from __future__ import annotations

# Bridged by VDF_MDL001_Supportive_Bridge_v4 on 2026-04-26 02:33 for VIA_RegistryCore_v1

# =============================================================================
# VDF Accelerator integration · injected by VDF_MDL001_Supportive_Bridge_v4
# =============================================================================
# Provides cached/retried/deduped HTTP fetch via VDF_MDL000_Accelerator_Core_v4.
# Original module behavior is preserved; this only adds o"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\VIA_SSOT_Unified.py","306724","True","True","True","False","False","True","False","

# -*- coding: utf-8 -*-
# ┌─────────────────────────────────────────────────────────────────────────┐
# │  VIA_SSOT_Unified.py                                                   │
# │  ASSET_ID  : AST-PY-MOD-VSE-500-UNIFIED                               │
# │  DISPLAY   : SYS_VSE.MDL500.MOD-UNIFIED                               │
# │  VERSION   : 4.3.0     STATUS : stable                                 │
# │  LANGUAGE  : Python 3.10+                                              │
# │ "
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_HardGate_SealEngine.py","4582","True","False","False","False","False","False","False","import json
import os
import sys
from datetime import datetime

def load_json(path):
    with open(path, ""r"", encoding=""utf-8"") as f:
        return json.load(f)

def save_json(path, data):
    with open(path, ""w"", encoding=""utf-8"") as f:
        json.dump(data, f, indent=4, ensure_ascii=False)

def check_required_outputs(required_list):
    missing = []
    for item in required_list:
        if not os.path.exists(item):
            missing.append(item)
    return missing

de"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_Panorama_AST_RuntimeInjector.py","13403","True","False","False","False","False","False","False","from __future__ import annotations

# Bridged by VDF_MDL001_Supportive_Bridge_v4 on 2026-04-26 02:33 for VIA_Panorama_AST_RuntimeInjector

# =============================================================================
# VDF Accelerator integration · injected by VDF_MDL001_Supportive_Bridge_v4
# =============================================================================
# Provides cached/retried/deduped HTTP fetch via VDF_MDL000_Accelerator_Core_v4.
# Original module behavior is preserved; thi"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\40_Environment_Health\VIA_EnvManager.py","68497","True","False","False","False","False","True","True","from __future__ import annotations

# Bridged by VDF_MDL001_Supportive_Bridge_v4 on 2026-04-26 02:33 for VIA_EnvManager

# =============================================================================
# VDF Accelerator integration · injected by VDF_MDL001_Supportive_Bridge_v4
# =============================================================================
# Provides cached/retried/deduped HTTP fetch via VDF_MDL000_Accelerator_Core_v4.
# Original module behavior is preserved; this only adds option"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\40_Environment_Health\VIS_InstallHealthRegistry.py","5107","True","False","False","False","False","False","False","""""""
def VIS_InstallHealthRegistry
def VERITAS INTELLIGENCE ANALYTICS
def Install / Environment / Gate Health Registry
def SAFE SUPPORT MODULE · NO SIDE EFFECT ON IMPORT
""""""

from __future__ import annotations

import json
import platform
import sys
from dataclasses import dataclass, asdict
from datetime import datetime
from pathlib import Path
from typing import Any, Dict, List, Optional


@dataclass
class VISHealthRecord:
    name: str
    status: str
    path: str = """"
    message: str = """"
  "
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\50_Protection_Acceleration\VeritasAegisNexus.py","208495","True","False","False","False","False","False","False","

from __future__ import annotations

# ===== [VIA:ANCHOR:SAFE-STATE:START] =====
# Bridged by VDF_MDL001_Supportive_Bridge_v4 on 2026-04-26 02:33 for VeritasAegisNexus

# =============================================================================
# VDF Accelerator integration · injected by VDF_MDL001_Supportive_Bridge_v4
# =============================================================================
# Provides cached/retried/deduped HTTP fetch via VDF_MDL000_Accelerator_Core_v4.
# "
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\50_Protection_Acceleration\VeritasCeleritas.py","242127","False","True","True","True","False","False","True","

#!/usr/bin/env python3
# -*- coding: utf-8 -*-
from __future__ import annotations

# ===== [VIA:ANCHOR:SAFE-STATE:START] =====
# Bridged by VDF_MDL001_Supportive_Bridge_v4 on 2026-04-26 02:33 for VeritasCeleritas

# =============================================================================
# VDF Accelerator integration · injected by VDF_MDL001_Supportive_Bridge_v4
# =============================================================================
# Provides cached/retried/deduped HT"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_BrokerAlias_Compatibility_v0222.py","4922","True","False","False","False","False","False","True","# -*- coding: utf-8 -*-
""""""
VIS_VRN_BrokerAlias_Compatibility_v0222
Append-only supportive helper. NO DB WRITE / NO SSOT / NO OCR.
""""""

from __future__ import annotations

import re
from dataclasses import dataclass, asdict
from typing import Dict, List, Optional


BROKER_ALIAS_TABLE = {
    ""MQ"": {
        ""canonical"": ""Macquarie"",
        ""aliases"": [""MQ"", ""Macquarie"", ""Macquarie Capital"", ""麥格理"", ""麥格理資本""],
        ""country"": ""Australia"",
        ""requires_compatibility_gate"": True,
    },
    "
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_BrokerAlias_Extension_v0224.py","4801","True","False","False","False","False","False","False","# -*- coding: utf-8 -*-
""""""
VIS_VRN_BrokerAlias_Extension_v0224
Append-only broker alias extension.
NO DB / NO SSOT / NO canonical mutation.
""""""

from __future__ import annotations

import re
from dataclasses import dataclass, asdict
from typing import Dict, List, Optional


BROKER_ALIAS_EXTENSION = {
    ""MQ"": [""MQ"", ""Macquarie"", ""Macquarie Capital"", ""麥格理"", ""麥格理資本""],
    ""GF"": [""GF"", ""GF Securities"", ""廣發"", ""廣發證券""],
    ""CLST"": [""CLST""],
    ""Cathay"": [""Cathay"", ""國泰"", ""國泰證期"", ""國泰證券""],
    ""Taish"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_BrokerAnalystAdapters_v06146.py","14701","False","False","False","False","False","False","True","# -*- coding: utf-8 -*-
from __future__ import annotations

import re
from pathlib import Path
from typing import Any

VIS_VRN_BROKER_ANALYST_ADAPTER_VERSION = ""v0.6.14.6""


def def_clean_text(x: Any) -> str:
    s = """" if x is None else str(x)
    s = s.replace(""\u3000"", "" "")
    s = s.replace(""\r"", "" "").replace(""\n"", "" "")
    return re.sub(r""\s+"", "" "", s).strip()


def def_norm_text(x: Any) -> str:
    s = """" if x is None else str(x)
    s = s.replace(""\u3000"", "" "")
    rep"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialRescueRules_v06126.py","9644","False","False","False","False","False","False","False","# -*- coding: utf-8 -*-
# Auto-generated by VRN_FINANCIAL_RESCUE_SSOT_ALIAS_V06126
# Role: VIS / VRN Financial Rescue Rules
# Policy: append-only support module; no canonical mutation.

from __future__ import annotations
import re
from typing import Any

VERSION = ""VRN_FINANCIAL_RESCUE_SSOT_ALIAS_V06126""
RESCUE_RULES = [{'category': 'Balance Sheet', 'official': 'Long Term Investments', 'unit': 'mn TWD', 'kind': 'accounting_account', 'aliases': ['長期投資合計', '長期投資', '採用權益法之投資', '長期股權投資']},"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v05910.py","18265","False","False","False","False","False","False","False","# -*- coding: utf-8 -*-
""""""
VIS_VRN_FinancialSSOT_v05910.py
Append-only VRN Financial Account SSOT support module.
""""""

from __future__ import annotations
import re

VRN_FINANCIAL_ACCOUNT_SSOT_V05910 = {'metadata': {'system': 'VeritasReportNova', 'module': 'Financial_Account_SSOT', 'version': '0.5.9.10', 'policy': 'single source of truth for financial accounts, category, aliases, units, validation profile', 'last_updated': '2026-05-21', 'raw_first_policy': True, 'header_noise_quarantine"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v05911.py","26447","False","False","False","False","False","False","False","# -*- coding: utf-8 -*-
""""""
VIS_VRN_FinancialSSOT_v05911.py
Append-only VRN Financial Account SSOT support module.
""""""

from __future__ import annotations
import re

VRN_FINANCIAL_ACCOUNT_SSOT_V05911 = {'metadata': {'system': 'VeritasReportNova', 'module': 'Financial_Account_SSOT', 'version': '0.5.9.11', 'policy': 'single source of truth for financial accounts, category, aliases, units, validation profile', 'last_updated': '2026-05-21', 'raw_first_policy': True, 'header_noise_quarantine"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v05912.py","26597","False","False","False","False","False","False","False","# -*- coding: utf-8 -*-
""""""
VIS_VRN_FinancialSSOT_v05912.py
Append-only VRN Financial Account SSOT support module.
""""""

from __future__ import annotations
import re

VRN_FINANCIAL_ACCOUNT_SSOT_V05912 = {'metadata': {'system': 'VeritasReportNova', 'module': 'Financial_Account_SSOT', 'version': '0.5.9.12', 'policy': 'single source of truth for financial accounts, category, aliases, units, validation profile', 'last_updated': '2026-05-21', 'raw_first_policy': True, 'header_noise_quarantine"
"C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\70_VRN_Rules\VIS_VRN_FinancialSSOT_v0599.py","15529","False","False","False","False","False","False","False","# -*- coding: utf-8 -*-
""""""
VIS_VRN_FinancialSSOT_v0599.py
Single source of truth for VRN financial accounts.
Auto-generated by VRN v05.9.9. Append-only support module.
""""""

from __future__ import annotations
import re

VRN_FINANCIAL_ACCOUNT_SSOT_V0599 = {'metadata': {'system': 'VeritasReportNova', 'module': 'Financial_Account_SSOT', 'version': '0.5.9.9', 'policy': 'single source of truth for financial accounts, category, aliases, units, validation profile', 'last_updated': '2026-05-21"
